,pid,firstName,lastName,season,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,pos,fuzz,skills,ovr,pot,age,tid,gp,gs,min,usgp,ortg,drtg,obpm,dbpm,ows,dws,vorp,ewa,salary
4125,608,Kevin,Knox II,2023,48,47,56,54,53,52,53,45,58,54,32,55,37,32,66,F,0.03254325162141254,[],49,59,23,24,21,4,359,22.1,105,120,-2.0,-2.7,0.0,0.2,-0.2,0.3,
4126,608,Kevin,Knox II,2024,48,47,56,54,40,52,53,45,58,54,32,55,37,32,66,F,0.03254325162141254,[],47,55,24,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
4127,609,JaMychal,Green,2015,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,58,24,26,4,0,25,16.4,98,102,-5.3,1.1,0.0,0.0,0.0,0.0,
4128,609,JaMychal,Green,2015,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,58,24,14,20,1,139,18.6,106,101,-1.2,0.5,0.1,0.2,0.0,0.3,
4129,609,JaMychal,Green,2016,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,55,25,14,78,15,1446,19.8,105,107,-1.5,-1.0,1.2,1.4,-0.2,2.2,
4130,609,JaMychal,Green,2017,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,52,26,14,77,75,2101,14.4,117,107,-0.9,0.2,3.2,2.6,0.6,2.1,
4131,609,JaMychal,Green,2018,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,53,27,14,55,54,1542,17.8,108,110,-0.8,-1.5,1.3,1.3,-0.1,1.9,
4132,609,JaMychal,Green,2019,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,51,28,14,41,4,900,20.4,105,106,-1.8,0.0,0.4,1.4,0.1,1.5,
4133,609,JaMychal,Green,2019,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,51,28,12,24,2,471,17.6,113,109,-0.3,-1.2,0.5,0.6,0.1,0.7,
4134,609,JaMychal,Green,2020,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,50,29,12,63,1,1307,13.7,112,106,-1.2,0.7,1.1,2.0,0.5,-0.3,
4135,609,JaMychal,Green,2021,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,50,30,7,58,5,1120,17.6,116,112,-0.4,-1.6,1.4,1.2,0.0,1.2,
4136,609,JaMychal,Green,2022,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,50,31,7,67,8,1085,17.2,114,109,-2.0,0.1,1.2,1.4,0.0,1.4,
4137,609,JaMychal,Green,2023,54,55,39,51,15,50,66,53,53,54,48,55,37,43,74,PF,-1.2902682465498134,[],50,50,32,9,57,1,797,17.5,121,113,-0.7,0.2,1.2,1.0,0.3,1.6,
4138,609,JaMychal,Green,2024,54,55,39,51,15,50,56,53,44,50,48,52,37,43,68,PF,-1.2902682465498134,[],48,48,33,,,,,,,,,,,,,,
4139,610,Dwayne,Aristode,2026,50,44,52,54,27,43,38,38,40,50,23,21,28,26,58,SF,-2.9942793315998872,[],30,58,19,,,,,,,,,,,,,,
4140,611,Nikola,Jovic,2023,60,32,44,41,55,38,52,57,48,52,32,39,39,47,47,F,1.119654441514645,[],43,60,20,15,15,8,204,19,105,114,-3.4,0.0,0.0,0.2,-0.1,-0.1,
4141,611,Nikola,Jovic,2024,60,32,44,40,75,36,52,57,58,52,35,51,41,51,57,F,1.119654441514645,[],51,67,21,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3100
4142,612,Jahmi'us,Ramsey,2021,33,39,50,56,30,29,51,25,45,58,42,40,45,32,42,G,-0.37299468471115144,[],36,54,20,25,13,0,94,19.8,102,118,-3.1,-1.6,0.0,0.0,-0.1,0.0,
4143,612,Jahmi'us,Ramsey,2022,33,39,50,56,30,29,51,25,45,58,42,40,45,32,42,G,-0.37299468471115144,[],36,54,21,25,19,0,134,22.2,95,121,-3.5,-3.4,-0.1,0.0,-0.2,-0.2,
4144,612,Jahmi'us,Ramsey,2023,33,39,50,56,30,29,51,25,45,58,42,40,45,32,42,G,-0.37299468471115144,[],36,50,22,,,,,,,,,,,,,,
4145,612,Jahmi'us,Ramsey,2024,33,39,50,56,30,29,51,25,45,58,42,40,45,32,42,G,-0.37299468471115144,[],36,49,23,,,,,,,,,,,,,,
4146,613,Cam,Scott,2026,39,28,60,52,25,34,47,43,55,38,24,31,44,36,54,SG,-2.145202121884514,[],31,59,20,,,,,,,,,,,,,,
4147,614,Nassir,Little,2020,47,50,50,64,41,38,60,46,48,58,46,53,45,40,61,F,0.9053701196437818,[],53,70,20,24,48,5,573,13.7,108,116,-2.9,-0.6,0.3,0.3,-0.2,-0.5,
4148,614,Nassir,Little,2021,47,50,50,64,41,38,60,46,48,58,46,53,45,40,61,F,0.9053701196437818,[],53,67,21,24,48,2,640,13.8,121,118,-1.1,-2.0,0.9,0.2,-0.2,0.0,
4149,614,Nassir,Little,2022,47,50,50,64,41,38,60,46,48,58,46,53,45,40,61,F,0.9053701196437818,[],53,67,22,24,42,23,1088,15.8,115,116,-0.9,-0.6,1.2,0.6,0.2,1.4,
4150,614,Nassir,Little,2023,47,50,50,64,41,38,60,46,48,58,46,53,45,40,61,F,0.9053701196437818,[],53,65,23,24,54,4,976,16,108,120,-1.6,-1.5,0.2,0.4,-0.3,-0.1,
4151,614,Nassir,Little,2024,47,50,50,64,41,38,60,46,48,58,46,53,45,40,61,F,0.9053701196437818,[],53,59,24,23,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7000
4152,615,Emoni,Bates,2024,49,33,48,42,41,45,59,51,48,47,28,42,45,35,54,F,1.322581401079814,[],37,60,20,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,500
4153,616,Moses,Brown,2020,74,60,40,57,47,47,71,0,38,0,46,46,32,25,77,C,-0.2893311362341199,"['Di', 'R']",46,65,20,24,9,0,33,21.2,81,108,-8.2,-1.8,-0.1,0.0,-0.1,-0.1,
4154,616,Moses,Brown,2021,74,60,40,57,47,47,71,0,38,0,46,46,32,25,77,C,-0.2893311362341199,"['Di', 'R']",46,63,21,20,43,32,920,16.9,117,109,-1.2,-1.4,1.3,1.3,-0.1,3.8,
4155,616,Moses,Brown,2022,74,60,40,57,47,47,71,0,38,0,46,46,32,25,77,C,-0.2893311362341199,"['Di', 'R']",46,59,22,6,26,1,169,22.1,106,105,-4.7,-0.2,0.1,0.3,-0.1,0.4,
4156,616,Moses,Brown,2022,74,60,40,57,47,47,71,0,38,0,46,46,32,25,77,C,-0.2893311362341199,"['Di', 'R']",46,59,22,5,14,5,176,19.3,126,105,-0.2,-1.7,0.4,0.3,0.0,0.9,
4157,616,Moses,Brown,2023,74,60,40,57,47,47,71,0,38,0,46,46,32,25,77,C,-0.2893311362341199,"['Di', 'R']",46,58,23,12,34,1,288,21.5,124,111,0.9,-1.3,0.7,0.4,0.1,1.7,
4158,616,Moses,Brown,2023,74,60,40,57,47,47,71,0,38,0,46,46,32,25,77,C,-0.2893311362341199,"['Di', 'R']",46,58,23,2,2,0,6,7.4,0,105,-12.7,2.8,0.0,0.0,0.0,0.0,
4159,616,Moses,Brown,2024,74,60,40,57,47,47,71,0,38,0,46,46,32,25,77,C,-0.2893311362341199,"['Di', 'R']",46,54,24,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2200
4160,617,Luke,Kornet,2018,67,24,38,55,30,36,47,61,77,40,41,65,33,43,66,C,1.5911672840573665,['R'],49,60,22,19,20,1,326,19,106,110,0.4,-0.2,0.2,0.3,0.2,0.3,
4161,617,Luke,Kornet,2019,67,24,38,55,30,36,47,61,77,40,41,65,33,43,66,C,1.5911672840573665,['R'],49,59,23,19,46,18,784,17.9,110,111,1.4,0.7,0.6,0.7,0.8,1.3,
4162,617,Luke,Kornet,2020,67,24,38,55,30,36,47,61,77,40,41,65,33,43,66,C,1.5911672840573665,['R'],49,56,24,4,36,14,559,16.3,112,111,-0.9,-0.2,0.5,0.6,0.1,0.6,
4163,617,Luke,Kornet,2021,67,24,38,55,30,36,47,61,77,40,41,65,33,43,66,C,1.5911672840573665,['R'],49,57,25,4,13,0,94,13.7,97,109,-0.3,0.8,0.0,0.1,0.1,0.0,
4164,617,Luke,Kornet,2021,67,24,38,55,30,36,47,61,77,40,41,65,33,43,66,C,1.5911672840573665,['R'],49,57,25,1,18,2,254,13.7,117,110,-0.9,1.5,0.3,0.3,0.2,0.5,
4165,617,Luke,Kornet,2022,67,24,38,55,30,36,47,61,77,40,41,65,33,43,66,C,1.5911672840573665,['R'],49,52,26,5,2,0,15,18.6,96,112,-6.7,-3.2,0.0,0.0,0.0,0.0,
4166,617,Luke,Kornet,2022,67,24,38,55,30,36,47,61,77,40,41,65,33,43,66,C,1.5911672840573665,['R'],49,52,26,16,1,0,3,14.2,70,120,-14.2,-10.5,0.0,0.0,0.0,0.0,
4167,617,Luke,Kornet,2022,67,24,38,55,30,36,47,61,77,40,41,65,33,43,66,C,1.5911672840573665,['R'],49,52,26,1,12,0,85,11.6,145,106,0.6,1.4,0.3,0.2,0.1,0.3,
4168,617,Luke,Kornet,2023,67,24,38,55,30,36,47,61,77,40,41,65,33,43,66,C,1.5911672840573665,['R'],49,51,27,1,69,0,804,11.5,143,111,-0.4,1.3,2.1,1.2,0.6,2.4,
4169,617,Luke,Kornet,2024,67,28,38,55,55,36,61,61,77,25,41,65,33,43,68,C,1.5911672840573665,['R'],51,53,28,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2400
4170,618,Colin,Castleton,2024,63,50,33,57,38,41,54,45,32,12,43,39,32,37,57,C,2.931581982084942,[],38,48,24,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,500
4171,619,Sharife,Cooper,2022,22,30,62,43,39,38,62,57,48,38,28,49,55,58,44,PG,3.2222259718487125,[],36,53,21,0,13,0,39,21.3,53,120,-11.3,-5.0,-0.2,0.0,-0.1,-0.3,
4172,619,Sharife,Cooper,2023,22,30,62,43,39,38,62,57,48,38,28,49,55,58,44,PG,3.2222259718487125,[],36,52,22,,,,,,,,,,,,,,
4173,619,Sharife,Cooper,2024,22,30,62,43,39,38,62,57,48,38,28,49,55,58,44,PG,3.2222259718487125,[],36,45,23,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100
4174,620,Luka,Samanic,2020,59,35,44,47,29,47,52,40,50,49,30,44,43,44,46,PF,-1.1683495388435006,[],40,57,20,26,3,1,48,17.8,98,115,-2.4,-1.7,0.0,0.0,0.0,-0.1,
4175,620,Luka,Samanic,2021,59,35,44,47,29,47,52,40,50,49,30,44,43,44,46,PF,-1.1683495388435006,[],40,55,21,26,33,4,308,19.5,97,112,-4.3,-0.9,-0.2,0.3,-0.2,-0.3,
4176,620,Luka,Samanic,2023,59,35,44,47,29,47,52,40,50,49,30,44,43,44,46,PF,-1.1683495388435006,[],40,50,23,28,7,4,161,18.9,105,115,-3.2,1.1,0.0,0.2,0.0,0.0,
4177,620,Luka,Samanic,2024,59,35,44,47,49,47,52,40,50,49,30,44,43,44,55,PF,-1.1683495388435006,[],43,48,24,28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2000
4178,621,Evan,Fournier,2013,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,73,20,7,38,4,428,20.4,111,108,-1.3,0.0,0.7,0.3,0.1,0.7,
4179,621,Evan,Fournier,2014,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,72,21,7,76,4,1503,19.7,101,111,-2.0,-0.9,0.6,0.8,-0.4,-0.1,
4180,621,Evan,Fournier,2015,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,67,22,21,58,32,1661,19.7,105,111,-0.5,-1.3,1.5,0.6,0.1,1.6,
4181,621,Evan,Fournier,2016,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,65,23,21,79,71,2566,20.1,111,110,0.1,-0.5,4.0,1.7,1.1,5.2,
4182,621,Evan,Fournier,2017,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,64,24,21,68,66,2234,23.5,106,114,-0.2,-1.1,1.7,1.1,0.4,3.8,
4183,621,Evan,Fournier,2018,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,60,25,21,57,57,1837,23.3,110,113,0.8,-1.4,2.4,0.9,0.7,4.6,
4184,621,Evan,Fournier,2019,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,56,26,21,81,81,2553,22.1,104,111,-1.8,-0.6,0.8,2.5,-0.3,2.3,
4185,621,Evan,Fournier,2020,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,58,27,21,66,66,2076,23.9,112,112,1.4,-0.4,2.9,1.7,1.6,3.9,
4186,621,Evan,Fournier,2021,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,56,28,21,26,26,787,26.2,114,116,2.1,-0.8,1.2,0.5,0.6,3.0,
4187,621,Evan,Fournier,2021,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,56,28,1,16,10,472,18,116,113,-0.2,0.7,0.6,0.5,0.3,0.8,
4188,621,Evan,Fournier,2022,48,34,65,60,40,40,59,58,66,68,41,55,50,50,47,GF,-0.09499508271477855,['3'],56,56,29,19,80,80,2358,20.8,109,113,-0.4,-0.3,1.5,2.2,0.7,2.1,
4189,621,Evan,Fournier,2023,48,34,65,58,40,42,59,58,63,68,41,58,49,47,47,GF,-0.09499508271477855,['3'],56,56,30,19,27,7,459,18.4,98,116,-4.0,-0.1,-0.3,0.4,-0.2,-0.8,
4190,621,Evan,Fournier,2024,48,31,62,55,31,41,57,58,61,66,40,57,48,46,45,GF,-0.09499508271477855,['3'],53,53,31,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18900
4191,622,Izan,Almansa,2024,62,44,48,47,25,53,57,17,45,0,32,43,38,38,62,FC,-1.6056445842638596,[],35,61,19,,,,,,,,,,,,,,
4192,623,James,Johnson,2010,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,60,23,4,65,11,757,18,95,104,-4.0,1.5,-0.3,1.1,-0.1,-0.4,
4193,623,James,Johnson,2011,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,57,24,4,13,0,123,24.2,78,93,-6.8,3.4,-0.4,0.3,-0.1,-0.2,
4194,623,James,Johnson,2011,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,57,24,27,25,25,699,17.1,102,111,-0.7,0.5,0.2,0.4,0.3,0.6,
4195,623,James,Johnson,2012,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,55,25,27,62,40,1561,20.2,97,100,-0.9,2.3,0.1,2.5,1.3,2.3,
4196,623,James,Johnson,2013,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,56,26,25,54,11,878,19.3,87,108,-3.9,0.3,-1.1,0.6,-0.3,-0.6,
4197,623,James,Johnson,2014,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,54,27,14,52,4,956,20,110,101,1.6,2.9,1.4,1.6,1.6,3.3,
4198,623,James,Johnson,2015,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,28,27,70,17,1370,17.4,114,104,0.7,1.7,2.5,1.6,1.5,4.4,
4199,623,James,Johnson,2016,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,29,27,57,32,926,15.9,101,106,-1.5,0.5,0.3,1.0,0.2,0.0,
4200,623,James,Johnson,2017,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,30,15,76,5,2085,22,107,105,1.1,1.7,1.9,3.2,2.5,5.7,
4201,623,James,Johnson,2018,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,31,15,73,41,1943,19.1,109,105,0.0,1.6,2.2,2.8,1.7,4.2,
4202,623,James,Johnson,2019,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,32,15,55,33,1164,17.8,102,108,-2.4,1.1,0.0,1.5,0.2,-0.3,
4203,623,James,Johnson,2020,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,33,15,18,0,281,17,103,109,-2.6,0.8,0.0,0.4,0.0,-0.1,
4204,623,James,Johnson,2020,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,33,17,14,1,338,21.4,109,108,0.1,1.5,0.3,0.4,0.3,1.2,
4205,623,James,Johnson,2021,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,34,6,29,1,504,16.2,104,109,-2.1,2.2,0.0,0.7,0.3,0.2,
4206,623,James,Johnson,2021,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,34,18,22,11,539,18,102,113,-3.2,0.1,-0.1,0.5,-0.1,-0.2,
4207,623,James,Johnson,2022,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,35,2,62,10,1191,13.7,109,113,-2.7,0.5,0.6,1.1,-0.1,-0.7,
4208,623,James,Johnson,2023,50,61,38,58,33,56,55,37,32,41,54,54,40,45,50,PF,1.7461266172804362,[],51,51,36,11,18,1,162,15.7,98,115,-5.7,1.2,-0.1,0.2,-0.1,-0.2,
4209,623,James,Johnson,2024,50,61,33,47,33,56,55,37,28,39,54,46,35,42,50,PF,1.7461266172804362,[],45,45,37,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2600
4210,624,Andre,Jackson Jr.,2024,43,54,67,56,50,26,30,37,51,44,40,51,37,54,65,G,1.7755413058688108,[],51,59,22,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1900
4211,625,Tony,Snell,2014,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,62,22,4,77,12,1231,14.9,97,104,-3.1,0.5,-0.1,1.7,-0.2,-1.5,
4212,625,Tony,Snell,2015,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,58,23,4,72,22,1412,14.1,108,107,-1.3,-0.1,1.2,1.2,0.2,-0.2,
4213,625,Tony,Snell,2016,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,54,24,4,64,33,1301,13.7,93,109,-3.5,-0.5,-0.5,1.0,-0.6,-2.7,
4214,625,Tony,Snell,2017,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,55,25,16,80,80,2336,12.1,114,113,-1.0,-0.7,2.1,1.3,0.2,-0.9,
4215,625,Tony,Snell,2018,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,52,26,16,75,59,2053,10.6,113,114,-1.5,-0.8,1.6,0.7,-0.1,-2.0,
4216,625,Tony,Snell,2019,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,51,27,16,74,12,1304,12.9,119,109,-1.0,0.3,1.6,1.6,0.4,0.1,
4217,625,Tony,Snell,2020,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,48,28,8,59,57,1641,11.4,121,117,-1.2,-0.6,2.1,0.5,0.1,-0.7,
4218,625,Tony,Snell,2021,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,48,29,0,47,23,992,8.6,135,117,-0.5,-0.4,1.6,0.5,0.3,-0.5,
4219,625,Tony,Snell,2022,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,48,30,24,38,10,546,8.7,103,120,-4.1,-1.0,0.0,0.1,-0.4,-1.4,
4220,625,Tony,Snell,2022,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,48,30,18,15,2,277,12.8,112,116,-2.0,-0.6,0.2,0.2,0.0,-0.3,
4221,625,Tony,Snell,2023,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,48,31,,,,,,,,,,,,,,
4222,625,Tony,Snell,2024,48,36,56,54,44,33,62,59,59,71,26,51,48,43,35,GF,1.398221616705417,['3'],48,48,32,,,,,,,,,,,,,,
4223,626,Jahlil,Bethea,2026,36,33,68,61,33,45,51,57,62,57,33,36,54,41,47,SG,-0.7215191840968582,[],42,62,20,,,,,,,,,,,,,,
4224,627,Ryan,Mutombo,2025,74,53,36,28,34,29,53,40,25,28,34,24,28,22,54,C,-0.776596359573515,[],33,54,21,,,,,,,,,,,,,,
4225,628,Marcus,Sasser,2024,38,35,63,55,27,37,35,60,68,69,41,56,46,51,55,G,-2.6291481756348825,['3'],50,62,23,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3400
4226,629,Xavier,Moon,2022,30,23,62,57,35,36,58,65,52,48,40,59,51,56,46,SG,0.989814939870642,[],46,50,27,12,10,0,137,19,114,110,-1.1,1.0,0.2,0.2,0.1,0.4,
4227,629,Xavier,Moon,2023,30,23,62,57,35,36,58,65,52,48,40,59,51,56,46,SG,0.989814939870642,[],46,46,28,12,4,0,20,21.8,96,119,-4.1,-1.0,0.0,0.0,0.0,0.0,
4228,629,Xavier,Moon,2024,30,23,62,57,35,36,58,65,52,48,40,59,51,56,46,SG,0.989814939870642,[],46,46,29,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,500
4229,630,Shaquille,Harrison,2018,37,37,58,58,30,24,50,46,45,44,60,47,55,52,50,SG,0.7095981915420762,[],50,60,24,23,23,2,384,18,109,109,-2.3,1.7,0.4,0.4,0.1,0.9,
4230,630,Shaquille,Harrison,2019,37,37,58,58,30,24,50,46,45,44,60,47,55,52,50,SG,0.7095981915420762,[],50,54,25,4,73,11,1430,16.5,101,110,-2.8,1.5,-0.1,1.6,0.2,1.0,
4231,630,Shaquille,Harrison,2020,37,37,58,58,30,24,50,46,45,44,60,47,55,52,50,SG,0.7095981915420762,[],50,55,26,4,43,10,484,18.1,116,105,0.4,2.4,0.7,0.8,0.6,1.8,
4232,630,Shaquille,Harrison,2021,37,37,58,58,30,24,50,46,45,44,60,47,55,52,50,SG,0.7095981915420762,[],50,52,27,28,17,0,56,21.3,88,110,-6.5,-1.3,-0.1,0.1,-0.1,-0.1,
4233,630,Shaquille,Harrison,2021,37,37,58,58,30,24,50,46,45,44,60,47,55,52,50,SG,0.7095981915420762,[],50,52,27,7,17,0,277,11.2,97,110,-5.8,1.8,-0.1,0.4,-0.1,-0.5,
4234,630,Shaquille,Harrison,2022,37,37,58,58,30,24,50,46,45,44,60,47,55,52,50,SG,0.7095981915420762,[],50,50,28,2,2,0,23,15,76,111,-9.0,0.7,-0.1,0.0,0.0,-0.1,
4235,630,Shaquille,Harrison,2023,37,37,58,58,30,24,50,46,45,44,60,47,55,52,50,SG,0.7095981915420762,[],50,50,29,24,5,0,120,17.6,118,111,-2.5,2.6,0.2,0.2,0.1,0.4,
4236,630,Shaquille,Harrison,2024,37,35,54,56,30,24,50,46,41,42,54,42,45,48,50,SG,0.7095981915420762,[],43,43,30,,,,,,,,,,,,,,
4237,631,A.J.,Green,2023,37,35,47,37,50,29,10,74,75,79,37,58,28,38,49,SG,-1.6641819632800345,['3'],42,52,23,16,35,1,345,16.6,121,115,-0.3,-0.6,0.5,0.3,0.1,0.2,
4238,631,A.J.,Green,2024,37,35,47,37,90,29,10,74,75,79,37,58,28,38,49,SG,-1.6641819632800345,['3'],48,54,24,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2100
4239,632,Aaron,Wiggins,2022,41,45,53,52,56,29,63,52,66,55,44,53,38,42,62,GF,0.24999632494493762,[],51,59,23,20,50,35,1209,15.3,107,116,-3.4,-0.9,0.5,0.8,-0.7,-0.1,
4240,632,Aaron,Wiggins,2023,41,45,53,52,56,29,63,52,66,55,44,53,38,42,62,GF,0.24999632494493762,[],51,60,24,20,70,14,1297,14.5,119,116,-1.5,-0.5,1.4,1.2,0.0,1.1,
4241,632,Aaron,Wiggins,2024,41,45,55,55,66,29,53,52,71,60,46,57,38,43,64,GF,0.24999632494493762,['3'],55,58,25,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1900
4242,633,Dalano,Banton,2022,57,30,57,58,20,40,25,29,76,45,48,60,54,48,58,SF,0.13224349452992704,[],52,62,22,27,64,1,696,16.9,98,111,-3.4,0.4,-0.4,0.8,-0.2,-0.2,
4243,633,Dalano,Banton,2023,57,30,57,58,20,40,25,29,76,45,48,60,54,48,58,SF,0.13224349452992704,[],52,63,23,27,31,2,279,24.2,105,112,-1.1,0.6,0.0,0.4,0.1,0.5,
4244,633,Dalano,Banton,2024,57,28,56,55,15,39,24,29,70,42,47,59,53,47,58,SF,0.13224349452992704,[],49,58,24,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2000
4245,634,Tony,Bradley,2018,64,60,44,63,40,40,74,34,51,0,44,49,32,36,73,C,2.3513969341597556,['R'],47,67,20,28,9,0,29,18.4,95,107,-3.0,-4.5,0.0,0.0,0.0,0.0,
4246,634,Tony,Bradley,2019,64,60,44,63,40,40,74,34,51,0,44,49,32,36,73,C,2.3513969341597556,['R'],47,62,21,28,3,0,36,23.6,105,101,-3.6,-2.4,0.0,0.1,0.0,0.2,
4247,634,Tony,Bradley,2020,64,60,44,63,40,40,74,34,51,0,44,49,32,36,73,C,2.3513969341597556,['R'],47,58,22,28,58,3,663,15.8,135,106,1.0,0.3,2.2,1.1,0.6,3.7,
4248,634,Tony,Bradley,2021,64,60,44,63,40,40,74,34,51,0,44,49,32,36,73,C,2.3513969341597556,['R'],47,60,23,22,20,8,287,12.9,145,106,2.1,1.0,1.0,0.5,0.4,1.5,
4249,634,Tony,Bradley,2021,64,60,44,63,40,40,74,34,51,0,44,49,32,36,73,C,2.3513969341597556,['R'],47,60,23,20,22,0,397,18,123,111,0.4,-0.5,0.8,0.5,0.2,1.9,
4250,634,Tony,Bradley,2022,64,60,44,63,40,40,74,34,51,0,44,49,32,36,73,C,2.3513969341597556,['R'],47,54,24,4,55,7,549,13.6,115,110,-2.0,0.2,0.6,0.7,0.0,1.2,
4251,634,Tony,Bradley,2023,64,60,44,63,40,40,74,34,51,0,44,49,32,36,73,C,2.3513969341597556,['R'],47,53,25,4,12,0,33,19.8,132,107,4.4,0.5,0.1,0.1,0.1,0.2,
4252,634,Tony,Bradley,2024,64,60,44,63,40,40,74,34,51,0,44,49,32,36,73,C,2.3513969341597556,['R'],47,51,26,,,,,,,,,,,,,,
